API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,WellPadDirection,ENVWellGrouping,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVTicker,ENV_Peer_Group,ENVCompanyType,ENV_Stock_Exchange,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVProducingMethod,ENVRegion,ENVBasin,ENVPlay,ENVSubPlay,ENVInterval,ENVIntervalSource,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,ENVWellboreType,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,WellNumber,SurfaceLatitudeLongitudeSource,PlugDate,PlugbackMeasuredDepth_FT,PlugbackTrueVerticalDepth_FT,AvgBreakdownPressure_PSI,AvgClusterSpacingPerStage_FT,AvgClusterSpacing_FT,AvgFracGradient_PSIPerFT,AvgISIP_PSI,AvgMillTime_Min,AvgPortSleeveOpeningPressure_PSI,AvgShotsPerCluster,AvgShotsPerFt,AvgTreatmentPressure_PSI,AvgTreatmentRate_BBLPerMin,"ClustersPer1,000Ft",ClustersPerStage,"ShotsPer1,000Ft",ShotsPerStage,TotalShots,AvgFluidPerCluster_BBL,AvgFluidPerShot_BBL,AvgFluidPerStage_BBL,FracRigOnsiteDate,FracRigReleaseDate,AvgProppantPerCluster_LBS,AvgProppantPerShot_LBS,AvgProppantPerStage_LBS,StimulatedStages,TotalClusters,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,ElevationKB_FT,ElevationGL_FT,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,FirstRigDay,ENVCompInsertedDate,StateFileNumber,ENVFracJobType,ENVFluidType,CompletionTime_DAYS,CompletionDesign,PermitToSpud_DAYS,SpudToRigRelease_DAYS,SpudToCompletion_DAYS,SpudToSales_DAYS,SoakTime_DAYS,NumberOfStrings,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,FracStages,AverageStageSpacing_FT,ENVProppantBrand,ProppantLoading_LBSPerGAL,ENVProppantType,ProppantIntensity_LBSPerFT,Proppant_LBS,TotalWaterPumped_GAL,WaterIntensity_GALPerFT,TotalFluidPumped_BBL,FluidIntensity_BBLPerFT,AcidVolume_BBL,Bottom_Hole_Temp_DEGF,Biocide_LBS,Breaker_LBS,Buffer_LBS,ClayControl_LBS,CrossLinker_LBS,FrictionReducer_LBS,GellingAgent_LBS,IronControl_LBS,ScaleInhibitor_LBS,Surfactant_LBS,Energizer_LBS,Diverter_LBS,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,WaterDepth,TestWHLiquids_PCT,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilProdPriorTest_BBL,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProducingMonth,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,CumulativeSOR,Last3MonthISOR,TopOfZone_FT,BottomOfZone_FT,SubseaTopDepth_FT,SubseaBaseDepth_FT,Isopach_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,InjectorWellClass,SpudDateSource,TestRate_MCFEPerDAYPer1000FT,FirstProdYear
42-389-33836,4238933836,42-389-33836-00,423893383600,42-389-33836-00-00,42389338360000,840420000635344,840421003761655,42-389-33836,N,,1,MOOSE 33 3H,US,TX,REEVES,44662,MOOSE 33,VITAL ENERGY,VITAL ENERGY  INC.,J CLEO THOMPSON,VTLE,SMALL CAP,PUBLIC,NYSE,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A UPPER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,TREND AREA,2013-09-01,31.098854,-103.331259,31.111172,-103.330581,10301,14466,08,WOLFBONE,T&P RR CO,50,2302,,33,8S,,,MOOSE 33,3H,REPORTED,,14446,10327,,,,,,,,,,,,,,,,,,,,,,,,4278500,,,2013,2013-Q3,2013 / 09,2842,ACTUAL,2824,ACTUAL,2842,2824,ACTUAL,2013-06-21,2013-06-18,2013-07-16,2013-09-04,2013-09-04,2013-09-09,,2016-01-03,,MULTIPLE,FRESH WATER,8,,25,50,55,62,18,3,10373,14320,3947,3827,2,1914,SUPER LC/OPTIPROP,0.76,SAND + RESIN,1339,5285889,5136795,1301,165204,42,1222,,,3289,,,36416,230746,146305,2661,4740,7638,,,2013-09-27,0,492,125,2952,439,111,318,81,2499,633,,89,1200,,,2881,GAS LIFT,42.00,,27107,6868,29251,7411,162643,41207,22232,5633,75653,41320,10469,48094,12185,247918,62812,33304,8438,113753,55762,14128,66629,16881,334571,84766,44657,11314,153311,63037,15971,79460,20132,378224,95826,49794,12616,171445,101741,25777,134527,34083,610444,154660,79319,20096,281582,71341,2013-10-01,2,14452,3662,15695,3976,86714,21970,12193,3089,41468,141298,35799,195547,49543,847785,214792,108706,27542,413026,133,2024-09-01,22,8,131,336,49,328,1882,77,1799,,,10213,10351,-7376,-7516,142,104.18,2.52,73.39,0.109,0.079,0.26,0.66,0.20,11.25,0.065,9.3,4.01,,Reported,748,2013
42-389-10183,4238910183,42-389-10183-00,423891018300,42-389-10183-00-00,42389101830000,840420002866050,840421001452770,42-389-10183,,,1,"YOUNG, J. B., ETAL 6",US,TX,REEVES,15690,"YOUNG, J. B., ETAL",MCDONNOLD OPERATING,MCDONNOLD OPERATING  INC.,MCDONNOLD OPERATING,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,OIL (40%+ WH LIQUIDS),SWD,SWD,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,VERTICAL,SINGLE BORE,DELA SD,1961-02-01,31.183960,-103.365501,31.183960,-103.365501,5263,5263,08,TORO,T&P RR CO,50,1918,,06,8S,,,"YOUNG, J. B., ETAL",6,REPORTED,1993-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,*Pre-2010,*Pre-2010,2791,ACTUAL,2777,ACTUAL,2791,2777,,,,1965-03-15,,,1965-04-12,,2020-10-31,,,,,,,,28,,,2,5164,5186,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,0,,2769,,461,,0,872,,0,,5234,,872,,0,1213,,0,,7276,,1213,,0,1599,,0,,9596,,1599,,0,5306,,0,,31837,,5306,,0,,1967-01-01,72,2259,,3699,,13557,,1790,,0,260412,,22309,,1562471,,256694,,0,388,1993-05-01,378,1,0,3425,12,3423,0,99,87,,,,,,,,,,,,,,,,,,,,II,Reported,,*Pre-2010
42-389-35337,4238935337,42-389-35337-00,423893533700,42-389-35337-00-00,42389353370000,840420003868974,840421001426873,,,,,BONHAM 12 4SW,US,TX,REEVES,,BONHAM 12,J CLEO THOMPSON,"THOMPSON, J. CLEO",J CLEO THOMPSON,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,,INJECTION,INJECTOR,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PERMIT EXPIRED,PERMIT EXPIRED,,,VERTICAL,SINGLE BORE,DELAWARE,,31.158254,-103.272256,31.158254,-103.272256,8000,,08,ROJO CABALLOS,T&P RR CO,50,1911,,12,8S,,,,4SW,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772,ACTUAL,2759,ACTUAL,2772,2759,,2016-08-08,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-389-36110,4238936110,42-389-36110-00,423893611000,42-389-36110-00-00,42389361100000,840420004644913,840421006206233,,,,,THOMPSON 182 22H,US,TX,REEVES,,THOMPSON 182,OCCIDENTAL,OXY USA WTP LP,OCCIDENTAL PETR,OXY,LARGE CAP,PUBLIC,NYSE,,,OIL & GAS,OIL & GAS,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP D,ENV INTERPRETED,PERMIT EXPIRED,PERMIT EXPIRED,,,HORIZONTAL,SINGLE BORE,TREND AREA,,31.060436,-103.357471,31.082994,-103.360304,14000,,08,WOLFBONE,H&TC RR CO,1,955,,179,,,,,22H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894,ACTUAL,2874,ACTUAL,2894,2874,,2017-06-28,2017-06-15,,,,,,,,,,,,,,,,,,,,,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11366,14237,-8467,-11353,2886,82.36,2.55,44.45,0.106,0.083,0.21,0.69,0.62,238.78,0.051,145.9,2.41,,,,
42-371-40279,4237140279,42-371-40279-00,423714027900,42-371-40279-00-00,42371402790000,840420005459553,840421006870940,42-371-40306,N,,1,STATE MCGARY 16-9 UB 2BS,US,TX,PECOS,56704,STATE MCGARY 16-9 UB,DIAMONDBACK,DIAMONDBACK E&P LLC,DIAMONDBACK E&P,FANG,LARGE CAP,PUBLIC,NASDAQ,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,2ND BONE SPRING SAND,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2022-01-01,31.141722,-103.223573,31.171772,-103.222255,9938,20720,08,HOEFS T-K,T&P RR CO,49,956,,21,8S,,,STATE MCGARY 16-9 UB,2BS,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2022-Q1,2022 / 01,2774,ACTUAL,2753,ACTUAL,2774,2753,ACTUAL,2020-09-18,2020-09-17,2021-08-01,2021-09-13,2021-09-13,2022-01-29,2021-08-24,2022-03-02,,SLICKWATER HC,FRESH WATER,18,,317,43,181,168,7,4,10110,19960,9850,10583,,,,0.91,SAND ONLY,2506,24681607,27075636,2749,644658,65,1278,,,,,,,,,3218,,264,,,2022-02-05,48,1568,159,9408,1392,141,1056,107,5976,607,,89,1068,,,3808,PUMPING,39.00,,50189,5095,35949,3650,301131,30572,44197,4487,395221,115300,11706,110544,11223,691800,70234,96876,9835,943701,146983,14922,169768,17235,881896,89533,118688,12050,1210398,164166,16667,201535,20460,984997,100000,130577,13257,1360181,,,,,,,,,,,2022-02-01,2,29902,3036,31856,3234,179409,18214,26416,2682,190725,253261,25712,403218,40936,1519566,154271,186058,18889,2139797,34,2024-10-01,1966,7442,31037,37357,81146,23833,356474,73,2167,,,9548,9843,-6787,-7086,299,88.80,2.55,101.51,0.093,0.069,0.26,0.69,0.08,20.61,0.069,20.5,3.20,,Reported,955,2022
42-371-73840,4237173840,42-371-73840-00,423717384000,42-371-73840-00-00,42371738400000,840420005524011,840421001433327,42-371-73840,,,,1,US,TX,PECOS,,,TEXAS GAS EXPLORATION CORP,TEXAS GAS EXPLORATION CORP.,TEXAS GAS EXPLORATION CORP,OTHER,NON-PE-BACKED PRIVATE,PRIVATE,,,,,,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,UNDETERMINED,SINGLE BORE,,,31.130374,-103.132369,31.130374,-103.132369,,,08,,T&P RR CO,48 T8S,884,,21,,,,,1,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775,ACTUAL,2761,ACTUAL,2775,2761,,,,1960-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,
42-371-39435,4237139435,42-371-39435-00,423713943500,42-371-39435-00-00,42371394350000,840420003873835,840421003483294,42-371-39435,E,,1,KELLEY STATE 22 2H,US,TX,PECOS,47877,KELLEY STATE 22,DIAMONDBACK,DIAMONDBACK E&P LLC,BRIGHAM RESOURCES,FANG,LARGE CAP,PUBLIC,NASDAQ,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,2ND BONE SPRING SAND,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,WOLFCAMP,2017-05-01,31.142432,-103.116024,31.142733,-103.101399,9470,14263,08,HOEFS T-K,T&P RR CO,48,8322,,22,8,,,KELLEY STATE 22,2H,REPORTED,,14256,9454,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017-Q2,2017 / 05,2755,ACTUAL,2735,ACTUAL,2755,2733,ACTUAL,2016-10-03,2016-09-28,2016-10-28,2016-11-09,2016-11-09,2017-05-27,2016-10-27,2018-04-02,,SLICKWATER HC,UNKNOWN,6,,25,12,211,200,13,2,9447,14171,4724,4545,,,,0.90,SAND + RESIN,2046,9667372,10701601,2265,254800,54,,,6985,,,262,,0,9888,3961,7377,0,,,2017-06-09,31,1178,249,7068,1080,229,588,124,3931,832,,92,1151,,,7184,PUMPING,41.00,,43525,9214,20044,4243,261148,55281,40184,8506,136974,83232,17619,46619,9869,499391,105714,75462,15974,252928,103731,21958,66952,14173,622384,131749,92572,19596,309641,119086,25209,86049,18215,714519,151253,104745,22173,350322,215789,45679,165880,35114,1294735,274076,188142,39827,639052,135278,2017-06-01,2,26795,5672,12425,2630,160769,34032,24724,5234,86422,357828,75747,263770,55836,2146967,454481,313866,66441,1119604,90,2024-10-01,1384,1187,5712,18325,11729,16370,66587,88,840,,,9234,9530,-6472,-6761,289,86.07,2.55,120.52,0.096,0.070,0.24,0.70,0.07,20.24,0.066,19.0,2.94,,Reported,1496,2017
42-389-34509,4238934509,42-389-34509-00,423893450900,42-389-34509-00-00,42389345090000,840420000645642,840421001442289,42-389-34927,N,,1,BIG GEORGE 180 1H,US,TX,REEVES,48222,BIG GEORGE 180,VITAL ENERGY,VITAL ENERGY  INC.,J CLEO THOMPSON,VTLE,SMALL CAP,PUBLIC,NYSE,,LIQUIDS RICH GAS (10-40% WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,TREND AREA,2016-07-01,31.059860,-103.348068,31.082700,-103.347349,10481,18505,08,WOLFBONE,H&TC RR CO,1,4484,,180,,,,BIG GEORGE 180,1H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,19695080,,,2016,2016-Q3,2016 / 07,2900,ACTUAL,2873,ACTUAL,2900,2873,ACTUAL,2014-09-12,2014-08-18,2015-12-07,2016-01-09,2016-01-09,2016-07-27,2015-12-09,2023-12-08,,,,,,451,33,233,222,42,3,10625,18401,7776,7848,,,,,SAND ONLY,2533,19695080,,,,,,,,,,,,,,,,,,,2016-09-07,38,927,119,5561,357,46,3419,440,4795,617,,39,1800,,,,PUMPING,42.00,,31615,4066,124115,15961,189689,24394,10929,1405,220614,89622,11525,362227,46583,537733,69153,29251,3762,502165,127775,16432,528577,67975,766648,98592,39678,5103,678944,158017,20321,665107,85533,948104,121927,47166,6066,818955,368304,47364,1741630,223975,2209824,284185,78032,10035,1639478,210838,2016-10-01,4,20484,2634,101812,13093,122902,15805,6605,849,99703,567897,73032,2849158,366404,3407381,438192,93037,11965,2232051,99,2024-09-01,0,841,0,398,2206,30,1226,16,30624,,,10339,10546,-7460,-7670,215,78.57,2.53,105.96,0.106,0.081,0.23,0.71,0.26,17.39,0.044,9.4,2.65,,Reported,715,2016
42-371-73839,4237173839,42-371-73839-00,423717383900,42-371-73839-00-00,42371738390000,840420005531209,840421003484239,42-371-73838,,,,1,US,TX,PECOS,,,CHEVRON,GULF OIL CORP,GULF OIL CORP,CVX,MAJOR,PUBLIC,NYSE,,,,,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,P & A,P & A,,,UNDETERMINED,SINGLE BORE,,,31.133874,-103.132643,31.133874,-103.132643,,,08,,T&P RR CO,48 T8S,884,,21,,,,,1,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756,ACTUAL,2742,ACTUAL,2756,2742,,,,1961-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,
42-389-33272,4238933272,42-389-33272-00,423893327200,42-389-33272-00-00,42389332720000,840420000642134,840421003880095,42-389-33272,,,1,YEARY 37 1,US,TX,REEVES,43020,YEARY 37,CHEVRON,CHEVRON U. S. A. INC.,OCCIDENTAL PETR,CVX,MAJOR,PUBLIC,NYSE,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL,OIL,PUMPING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,DELAWARE VERTICAL,ENV INTERPRETED,PRODUCING,PRODUCING,,,VERTICAL,SINGLE BORE,DELAWARE,2012-08-01,31.213666,-103.272926,31.213457,-103.272831,6614,6620,08,TORO,T&P RR CO,50,705,,37,7S,,,YEARY 37,1,REPORTED,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,2012,2012-Q3,2012 / 08,2744,ACTUAL,2727,ACTUAL,2744,2727,ACTUAL,2012-04-05,2012-03-21,2012-06-25,2012-08-12,2012-08-12,2012-08-12,,2019-05-25,,CROSSLINK,UNKNOWN,,,81,48,48,52,,2,5290,6546,1256,,3,,,,SAND ONLY,,,38982,31,928,1,,,,,,,,,,,,,,,2012-08-14,,340,,2040,207,,798,,,,,61,,1800,,144,PUMPING,40.00,,14356,,24489,,86133,,10274,,0,21026,,45957,,126153,,13366,,0,27207,,50083,,163243,,18860,,0,30565,,61764,,183393,,20271,,0,80762,,126126,,484574,,59741,,108709,,2012-10-01,3,6579,,12551,,39473,,4882,,59558,172782,,207063,,1036693,,138272,,930457,142,2024-05-01,48,0,361,275,0,275,2150,80,1498,,,,,,,,,,,,,,,,,,,,,Reported,,2012
42-371-40134,4237140134,42-371-40134-01,423714013401,42-371-40134-01-00,42371401340100,840420005409734,840421006910523,42-371-40131,S,,,JOLLY JUMPER 48-21-28 WB8 808H,US,TX,PECOS,54682,JOLLY JUMPER 48-21-28 WB8,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,,LIQUIDS RICH GAS (10-40% WH LIQUIDS),OIL,OIL,,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,LOWER AVALON,ENV INTERPRETED,PRODUCING,UNREPORTED,,,HORIZONTAL,SIDETRACK,WOLFCAMP,2020-08-01,31.137343,-103.119459,31.132669,-103.118814,10745,12172,08,HOEFS T-K,T&P RR CO,48,884,,21,8S,,,JOLLY JUMPER 48-21-28 WB8,808H,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020-Q3,2020 / 08,2770,ACTUAL,2739,ACTUAL,2770,2739,ACTUAL,2019-08-08,2019-08-02,2019-11-27,,2020-01-25,,2019-11-27,,,,,,,111,59,,263,,3,,,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,2020
42-371-40134,4237140134,42-371-40134-00,423714013400,42-371-40134-00-00,42371401340000,840420005409734,840421006738893,42-371-40131,S,,1,JOLLY JUMPER 48-21-28 WB8 808H,US,TX,PECOS,54682,JOLLY JUMPER 48-21-28 WB8,EXXON,XTO ENERGY INC.,XTO ENERGY,XOM,MAJOR,PUBLIC,NYSE,HALLIBURTON,LIQUIDS RICH GAS (10-40% WH LIQUIDS),OIL,OIL,GAS LIFT,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,LOWER AVALON,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,LATERAL,WOLFCAMP,2020-08-01,31.137343,-103.119459,31.114576,-103.118593,8252,16323,08,HOEFS T-K,T&P RR CO,48,884,,21,8S,,,JOLLY JUMPER 48-21-28 WB8,808H,REPORTED,,16168,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020-Q3,2020 / 08,2770,ACTUAL,2739,ACTUAL,2770,2739,ACTUAL,2019-08-08,2019-08-02,2019-11-27,2020-01-25,2020-01-25,2020-08-22,2019-11-27,2020-08-14,,SLICKWATER HC,FRESH WATER,14,,111,59,269,263,1,3,8718,16172,7454,7799,,,"100 MESH REGIONAL SAND | 40/70 REGIONAL SAND",0.98,SAND ONLY,1567,11679257,11960340,1605,284770,38,,,8351,,25454,16292,,14798,,,3063,52553,,,2020-08-23,,34,4,201,17,2,99,13,6813,914,,51,632,627,,10,GAS LIFT,40.00,,690,93,3169,425,4141,556,162,22,6627,943,126,4684,628,5656,759,162,22,6627,943,126,4684,628,5656,759,162,22,6627,943,126,4684,628,5656,759,162,22,6627,1287,173,6681,896,7719,1036,173,23,7078,949,2020-08-01,1,282,38,1515,203,1689,227,114,15,4664,1338,180,6991,938,8029,1077,173,23,7078,51,2024-10-01,0,172,0,52,310,0,0,13,40410,,,8240,8779,-5465,-6004,540,83.06,2.52,79.48,0.115,0.086,0.23,0.68,0.33,46.65,0.059,32.0,3.11,,Reported,27,2020
42-389-40275,4238940275,42-389-40275-00,423894027500,42-389-40275-00-00,42389402750000,840420019784370,840421007662403,42-389-40274,NE,,1,REV GF STATE T7-50-38 0112WA,US,TX,REEVES,60597,REV GF STATE T7-50-38,CHEVRON,CHEVRON U. S. A. INC.,CHEVRON,CVX,MAJOR,PUBLIC,NYSE,NEXTIER OILFIELD SOLUTIONS,OIL (40%+ WH LIQUIDS),OIL,OIL,FLOWING,PERMIAN,DELAWARE,DELAWARE,DELAWARE SOUTH OIL,WOLFCAMP A LOWER,ENV INTERPRETED,PRODUCING,PRODUCING,,,HORIZONTAL,SINGLE BORE,TREND AREA,2024-01-01,31.197236,-103.302785,31.230354,-103.271608,10704,25753,08,WOLFBONE,T&P RR CO,50,2773,,47,7S,,,REV GF STATE T7-50-38 B,0112WA,REPORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024-Q1,2024 / 01,2790,ACTUAL,2761,ACTUAL,2790,2761,ACTUAL,2022-11-09,2022-10-13,2023-04-01,2023-05-11,2023-05-11,2024-01-25,2023-04-10,2024-03-21,,SLICKWATER HC,FRESH WATER,34,,143,40,299,290,22,2,10649,25663,15014,14969,,,,0.96,SAND ONLY,3192,47926080,49957024,3327,1189453,79,4241,,11150,,,,,448483,,,,,,,2024-02-16,64,1441,96,8646,1262,84,1074,72,6224,415,,88,956,,,9812,FLOWING,40.00,,54345,3620,72149,4805,326069,21718,42320,2819,233223,80596,5368,107603,7167,483574,32208,62662,4174,347606,113395,7553,148462,9888,680368,45316,88651,5905,496663,,,,,,,,,,,,,,,,,,,,2024-02-01,2,32373,2156,43150,2874,194236,12937,25181,1677,138569,121431,8088,159216,10604,728583,48527,94895,6320,533049,10,2024-10-01,6244,10754,36386,121431,159216,94895,533049,78,1678,,,10526,10733,-7781,-7991,217,63.95,2.55,208.89,0.095,0.077,0.18,0.75,0.25,16.69,0.060,13.0,2.49,,Reported,576,2024
